"id","url","h1_count","h2_count","div_count","iframe_count","a_count","img_count","span_count","button_count","input_count","form_count","script_count","meta_count","link_count","style_count","text_longer_than_100_characters_count","http_references","https_references","total_code_length","p_count"
"108","https://www.dailymail.co.uk/femail/article-9978581/Starpowa-brave-women-share-health-stories.html","1","1","222","2","552","761","888","5","11","1","75","59","50","22","397","3","66","1175692","73"
"109","https://www.dailymail.co.uk/tvshowbiz/article-10091273/George-Clooney-60-looks-dapper-grey-suit-leads-glamorous-wife-Amal-43-hotel.html","1","9","671","8","245","109","224","10","21","0","77","90","49","22","46","0","73","1002818","128"
"110","https://www.dailymail.co.uk/tvshowbiz/article-10090333/Victoria-Beckham-finally-reveals-David-Beckham-wore-matching-outfits-lot-talk-show.html","1","8","436","3","647","854","968","8","18","1","81","59","52","23","445","0","77","1286652","92"
"111","https://www.dailymail.co.uk/tvshowbiz/article-10090753/Beyonce-puts-busty-display-low-cut-halter-gown-stunning-snaps-posted-Instagram.html","1","8","762","9","657","870","1045","14","25","1","85","90","52","23","456","0","77","1376693","95"
"112","https://www.dailymail.co.uk/tvshowbiz/article-10090983/Ewan-McGregors-daughter-Clara-discusses-tranquiliser-addiction-mental-health-abortion-ordeal.html","1","3","475","5","613","835","991","10","19","1","79","72","52","23","459","0","59","1292403","76"
"113","https://www.dailymail.co.uk/tvshowbiz/article-10090707/Leni-Klum-17-model-daughter-accompanies-dad-Seal-Harder-Fall-premiere-LA.html","1","3","281","2","159","49","102","4","21","0","67","59","49","22","25","0","52","878613","53"
"114","https://www.dailymail.co.uk/news/article-10090871/Plumber-45-fears-lose-home-judge-ruled-Ring-camera-breached-neighbours-privacy.html","1","9","269","2","159","42","103","7","18","0","68","59","48","22","81","0","50","884334","105"
"115","https://www.dailymail.co.uk/news/article-10091051/Norway-bow-arrow-attacker-convert-Islam.html","1","3","609","8","212","82","220","13","20","0","74","90","48","22","100","0","52","985437","147"
"116","https://www.wsj.com/articles/gas-shortage-forces-power-plants-to-switch-to-oil-boosting-demand-11634200084?mod=hp_lead_pos2","1","6","264","7","82","17","72","14","0","0","83","95","64","7","1","0","136","640434","5"
"117","https://www.wsj.com/articles/us-inflation-consumer-price-index-september-2021-11634074529?mod=hp_lead_pos3","1","6","313","9","83","18","75","21","0","0","84","99","64","7","3","0","137","651739","5"
